               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  24,            0.034868,           0.0096293,           0.0030284,              0.8797,             0.93666,             0.95364,             0.58302,            0.032696,           0.0088797,           0.0028163,            0.005446,            0.005446,            0.005446
                  25,            0.032997,           0.0094455,           0.0031498,             0.86021,             0.95848,             0.98149,             0.64885,            0.034577,           0.0090151,           0.0029408,            0.005248,            0.005248,            0.005248
                  26,            0.032942,           0.0094342,           0.0035066,              0.9657,             0.95149,              0.9875,             0.62103,            0.031074,           0.0086723,           0.0028531,             0.00505,             0.00505,             0.00505
                  27,            0.030849,            0.009107,           0.0030768,             0.82495,             0.95007,             0.86541,             0.46981,              0.0331,            0.008811,           0.0025849,            0.004852,            0.004852,            0.004852
                  28,            0.031148,           0.0090386,           0.0024078,             0.86406,             0.88015,             0.90529,             0.59408,            0.031647,           0.0087109,           0.0026197,            0.004654,            0.004654,            0.004654
                  29,            0.029144,             0.00879,           0.0024501,             0.94765,             0.95985,             0.98451,             0.63872,            0.031726,           0.0084406,           0.0027549,            0.004456,            0.004456,            0.004456
                  30,            0.030454,           0.0089343,           0.0029274,             0.98079,             0.95985,              0.9875,             0.64432,             0.02991,           0.0082811,           0.0028682,            0.004258,            0.004258,            0.004258
                  31,            0.029436,           0.0091179,           0.0029108,             0.94926,             0.92781,             0.98525,             0.69123,            0.028896,           0.0081223,           0.0030479,             0.00406,             0.00406,             0.00406
                  32,            0.027724,            0.008481,           0.0027922,              0.9549,             0.96408,             0.98462,             0.71556,            0.027954,           0.0080915,           0.0032651,            0.003862,            0.003862,            0.003862
                  33,             0.02641,           0.0086255,           0.0029421,             0.99283,              0.9743,             0.98673,             0.70512,            0.028995,           0.0080343,           0.0024785,            0.003664,            0.003664,            0.003664
                  34,            0.027458,           0.0083145,           0.0023545,             0.99104,             0.97857,             0.98599,             0.72211,             0.02577,            0.007994,            0.002174,            0.003466,            0.003466,            0.003466
                  35,              0.0262,           0.0082614,            0.002176,             0.96758,              0.9312,             0.98665,             0.69227,            0.025636,           0.0079534,           0.0017226,            0.003268,            0.003268,            0.003268
                  36,            0.025442,           0.0083061,           0.0018027,             0.94554,             0.94813,             0.98701,             0.69265,            0.026045,           0.0078175,           0.0016562,             0.00307,             0.00307,             0.00307
                  37,            0.023697,           0.0080159,           0.0017977,             0.94564,              0.9728,             0.98545,             0.69436,            0.025159,           0.0078167,            0.001894,            0.002872,            0.002872,            0.002872
                  38,            0.022552,           0.0077763,           0.0018204,             0.97761,             0.97709,             0.98038,             0.67384,            0.024207,           0.0077181,           0.0019412,            0.002674,            0.002674,            0.002674
                  39,            0.023279,           0.0080517,            0.001911,             0.98524,             0.94548,             0.97975,             0.71371,            0.025352,           0.0077686,           0.0019402,            0.002476,            0.002476,            0.002476
                  40,            0.022995,           0.0080915,            0.001632,             0.97598,             0.94242,              0.9807,             0.73951,            0.023358,           0.0076998,           0.0018476,            0.002278,            0.002278,            0.002278
                  41,             0.02149,           0.0076703,           0.0014426,             0.97999,             0.96902,             0.98695,             0.73643,             0.02272,           0.0075625,           0.0017813,             0.00208,             0.00208,             0.00208
                  42,            0.020548,           0.0074545,           0.0013124,             0.98879,             0.97531,             0.98688,             0.76346,             0.02236,           0.0075168,           0.0018251,            0.001882,            0.001882,            0.001882
                  43,            0.020052,           0.0075365,           0.0013158,             0.99016,              0.9718,              0.9872,             0.75064,            0.024032,           0.0075357,           0.0017616,            0.001684,            0.001684,            0.001684
                  44,            0.020385,            0.007686,           0.0014345,             0.98642,             0.97736,             0.98723,             0.75844,            0.023713,           0.0075406,           0.0016937,            0.001486,            0.001486,            0.001486
                  45,             0.01924,             0.00749,            0.001257,             0.98757,             0.97847,             0.98673,             0.74684,            0.023511,           0.0075746,           0.0016495,            0.001288,            0.001288,            0.001288
                  46,            0.019544,           0.0074864,            0.001188,             0.98881,             0.97816,             0.98684,              0.7649,             0.02143,           0.0074656,           0.0015963,             0.00109,             0.00109,             0.00109
                  47,            0.018822,           0.0076553,           0.0012707,             0.98994,             0.97701,              0.9875,             0.77332,            0.022223,           0.0074547,           0.0014033,            0.000892,            0.000892,            0.000892
                  48,            0.017746,           0.0071673,           0.0010151,             0.98902,             0.97665,              0.9875,             0.76228,            0.021938,           0.0074301,           0.0013502,            0.000694,            0.000694,            0.000694
                  49,            0.017973,           0.0071823,           0.0010897,             0.98893,             0.97516,             0.98753,             0.76061,            0.022099,           0.0073981,           0.0013125,            0.000496,            0.000496,            0.000496
